Age,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,Attrition
31,1232,7,3,39,Manufacturing Director,4,7143,25713,1,14,3,11,11,10,No
29,144,10,4,39,Sales Executive,2,8268,11866,1,14,1,7,7,7,No
35,1296,5,3,62,Manufacturing Director,2,8095,18264,0,13,4,17,16,13,No
23,1309,26,3,83,Research Scientist,4,2904,16092,1,12,3,4,4,2,No
41,483,6,4,95,Manufacturing Director,2,6032,10110,6,15,4,8,5,2,No
47,1309,4,2,99,Sales Representative,3,2976,25751,3,19,1,5,0,0,No
42,810,23,1,44,Research Director,4,15992,15901,2,14,2,16,1,0,No
29,746,2,4,61,Sales Executive,3,4649,16928,1,14,1,4,4,2,No
42,544,2,3,52,Human Resources,3,2696,24017,0,11,3,4,3,0,No
32,1062,2,3,75,Laboratory Technician,2,2370,3956,1,13,3,8,8,7,No
48,530,29,1,91,Manager,3,12504,23978,3,21,2,15,0,0,No
37,1319,6,3,51,Research Scientist,1,5974,17001,4,13,1,13,7,7,No
30,641,25,4,85,Sales Executive,3,4736,6069,7,12,2,4,2,2,No
26,933,1,3,57,Sales Executive,3,5296,20156,1,17,2,8,8,7,No
42,1332,2,1,98,Healthcare Representative,4,6781,17078,3,23,2,14,1,0,No
21,756,1,1,99,Sales Representative,2,2174,9150,1,11,3,3,3,2,Yes
36,845,1,4,45,Sales Executive,4,6653,15276,4,15,2,7,1,0,No
36,541,3,1,48,Sales Executive,4,9699,7246,4,11,1,16,13,12,No
57,593,1,4,88,Healthcare Representative,3,6755,2967,2,11,3,15,3,2,No
40,1171,10,4,46,Laboratory Technician,3,2213,22495,3,13,3,10,7,7,No
21,895,9,1,39,Sales Representative,4,2610,2851,1,24,3,3,3,2,No
33,350,5,4,34,Sales Representative,3,2851,9150,1,13,2,1,1,0,Yes
37,921,10,3,98,Laboratory Technician,1,3452,17663,6,20,2,17,5,3,No
46,1144,7,3,30,Manufacturing Director,3,5258,16044,2,14,3,7,1,0,No
41,143,4,1,56,Sales Executive,2,9355,9558,1,18,3,8,8,7,Yes
50,1046,10,4,100,Healthcare Representative,4,10496,2755,6,15,4,20,4,3,No
40,575,22,3,68,Sales Executive,3,6380,6110,2,12,1,8,6,0,Yes
31,408,9,3,42,Research Scientist,2,2657,7551,0,16,4,3,2,2,No
21,156,12,3,90,Sales Representative,2,2716,25422,1,15,4,1,1,0,Yes
29,1283,23,4,54,Research Scientist,4,2201,18168,9,16,4,6,3,2,No
35,755,9,3,97,Healthcare Representative,2,6540,19394,9,19,3,10,1,0,No
27,1469,1,4,82,Laboratory Technician,2,3816,17881,1,11,2,5,5,4,No
28,304,9,2,92,Sales Executive,4,5253,20750,1,16,4,7,7,7,No
49,1261,7,2,31,Healthcare Representative,3,10965,12066,8,24,3,26,5,0,No
51,1178,14,3,87,Sales Executive,4,4936,14862,4,11,3,18,7,7,No
36,329,2,4,96,Research Scientist,3,2543,11868,4,13,2,6,2,2,No
34,1362,19,1,67,Sales Executive,4,5304,4652,8,13,2,9,5,4,Yes
55,1311,2,3,97,Manager,4,16659,23258,2,13,3,30,5,2,No
24,1371,10,4,77,Sales Executive,3,4260,5915,1,12,4,5,5,3,No
30,202,2,3,72,Sales Representative,2,2476,17434,1,18,1,1,1,0,No
26,575,3,3,73,Research Scientist,1,3102,6582,0,22,3,7,6,4,Yes
22,253,11,1,43,Research Scientist,2,2244,24440,1,13,4,2,2,2,No
36,164,2,2,61,Sales Executive,3,7596,3809,1,13,2,10,10,0,No
30,464,4,3,40,Research Scientist,4,2285,3427,9,23,3,3,1,0,Yes
37,1107,14,4,95,Laboratory Technician,1,3034,26914,1,12,3,18,18,17,No
40,759,2,4,46,Sales Executive,2,5715,22553,7,12,3,8,5,3,No
42,201,1,2,95,Laboratory Technician,1,2576,20490,3,16,2,8,5,2,No
37,1305,10,3,49,Manufacturing Director,2,4197,21123,2,12,4,18,1,1,No
43,982,12,1,59,Research Director,2,14336,4345,1,11,3,25,25,9,No
40,555,2,2,78,Laboratory Technician,3,3448,13436,6,22,2,20,1,0,No
54,821,5,1,86,Research Director,1,19406,8509,4,11,3,24,4,2,No
34,1381,4,3,72,Sales Executive,3,6538,12740,9,15,1,6,3,2,No
31,480,7,2,31,Manufacturing Director,1,4306,4156,1,12,2,13,13,12,No
43,313,21,4,61,Laboratory Technician,4,2258,15238,7,20,1,8,3,2,No
43,1473,8,3,74,Healthcare Representative,3,4522,2227,4,14,4,8,5,2,No
25,891,4,2,99,Sales Executive,4,4487,12090,1,11,2,5,5,3,No
37,1063,25,2,72,Research Scientist,3,4449,23866,3,15,1,15,13,7,No
31,329,1,4,98,Laboratory Technician,1,2218,16193,1,12,3,4,4,2,No
39,1218,1,2,52,Manager,3,19197,8213,1,14,3,21,21,6,No
56,906,6,3,86,Sales Executive,1,13212,18256,9,11,4,36,7,7,No
30,1082,12,2,83,Sales Executive,3,6577,19558,0,11,2,6,5,4,No
41,645,1,2,49,Sales Executive,1,8392,19566,1,16,3,10,10,7,No
28,1300,17,3,79,Laboratory Technician,1,4558,13535,1,12,4,10,10,8,No
25,688,3,1,91,Laboratory Technician,1,4031,9396,5,13,3,6,2,2,Yes
52,319,3,4,39,Manufacturing Director,3,7969,19609,2,14,3,28,5,4,No
45,192,10,1,69,Research Scientist,4,2654,9655,3,21,4,8,2,2,No
52,1490,4,4,30,Manager,4,16555,10310,2,13,4,31,5,4,No
42,532,29,1,92,Research Scientist,3,4556,12932,2,11,2,19,5,2,No
30,317,2,3,43,Manufacturing Director,4,6091,24793,2,20,3,11,5,2,No
60,422,7,1,41,Manager,1,19566,3854,5,11,4,33,29,10,No
46,1485,18,3,87,Manufacturing Director,3,4810,26314,2,14,3,19,10,8,No
42,1368,28,4,88,Healthcare Representative,4,4523,4386,0,11,4,7,6,4,No
24,1448,1,1,62,Sales Representative,2,3202,21972,1,16,2,6,5,4,Yes
34,296,6,4,33,Sales Representative,3,2351,12253,0,16,4,3,2,0,Yes
38,1490,2,4,42,Laboratory Technician,4,1702,12106,1,23,3,1,1,0,No
40,1398,2,3,79,Manager,3,18041,13022,0,14,4,21,20,12,No
26,1349,23,1,90,Research Scientist,4,2886,3032,1,22,2,3,3,2,No
30,1400,3,3,53,Laboratory Technician,4,2097,16734,4,15,3,9,5,4,No
29,986,3,2,93,Research Director,3,11935,21526,1,18,3,10,10,7,No
29,408,25,3,71,Research Scientist,2,2546,18300,5,16,2,6,2,1,Yes
19,489,2,1,52,Human Resources,4,2564,18437,1,12,3,1,1,0,Yes
30,1398,22,3,69,Sales Executive,1,8412,2890,0,11,3,10,9,8,No
57,210,29,1,56,Manager,4,14118,22102,3,12,3,32,1,0,No
50,1099,29,2,88,Manager,3,17046,9314,0,15,2,28,27,7,No
30,1116,2,3,49,Laboratory Technician,4,2564,7181,0,14,3,12,11,7,No
60,1499,28,3,80,Sales Executive,1,10266,2845,4,19,4,22,18,11,No
47,983,2,1,65,Manufacturing Director,4,5070,7389,5,13,3,20,5,4,No
46,1009,2,1,51,Research Director,3,17861,2288,6,13,3,26,3,1,No
35,144,22,4,46,Laboratory Technician,3,4230,19225,0,15,3,6,5,3,No
54,548,8,3,42,Laboratory Technician,3,3780,23428,7,11,3,19,1,0,No
34,1303,2,4,62,Research Scientist,3,2768,8416,3,12,3,14,7,7,No
46,1125,10,3,94,Sales Executive,4,9071,11563,2,19,3,15,3,2,No
31,1274,9,3,33,Manufacturing Director,2,10648,14394,1,25,4,13,13,8,No
33,1277,15,2,56,Manager,3,13610,24619,7,12,4,15,7,7,Yes
33,587,10,1,38,Laboratory Technician,4,3408,6705,7,13,1,8,4,3,Yes
30,413,7,4,57,Sales Representative,2,2983,18398,0,14,1,4,3,2,No
35,1276,16,4,72,Healthcare Representative,3,7632,14295,4,12,3,10,8,0,No
31,534,20,1,66,Healthcare Representative,3,9824,22908,3,12,1,12,1,0,Yes
34,988,23,2,43,Human Resources,1,9950,11533,9,15,3,11,3,2,Yes
42,1474,5,2,97,Laboratory Technician,3,2093,9260,4,17,4,8,2,0,No
36,635,10,2,32,Sales Executive,4,9980,15318,1,14,4,10,10,7,No
22,1368,4,3,99,Laboratory Technician,3,3894,9129,5,16,3,4,2,2,Yes
48,163,2,2,37,Sales Executive,4,4051,19658,2,14,1,14,9,7,No
55,1117,18,1,83,Manager,2,16835,9873,3,23,4,37,10,7,No
41,267,10,4,56,Sales Executive,4,6230,13430,7,14,4,16,14,10,No
35,619,1,2,85,Sales Executive,3,4717,18659,9,11,3,15,11,9,No
40,302,6,2,75,Manufacturing Director,3,13237,20364,7,15,3,22,20,13,No
39,443,8,3,48,Laboratory Technician,3,3755,17872,1,11,1,8,8,7,No
31,828,2,2,77,Sales Executive,4,6582,8346,4,13,3,10,6,5,No
42,319,24,4,56,Manufacturing Director,1,7406,6950,1,21,4,10,10,8,No
45,561,2,4,61,Sales Executive,2,4805,16177,0,19,2,9,8,7,No
26,426,17,2,58,Human Resources,3,2741,22808,0,11,2,8,7,0,Yes
29,232,19,4,34,Manufacturing Director,4,4262,22645,4,12,2,8,3,2,No
33,922,1,1,95,Research Director,3,16184,22578,4,19,3,10,6,5,No
31,688,7,3,44,Manager,4,11557,25291,9,21,3,10,5,1,No
18,1306,5,2,69,Sales Representative,2,1878,8059,1,14,4,0,0,0,Yes
40,1094,28,3,58,Sales Executive,1,10932,11373,3,15,3,20,1,1,No
41,509,2,1,62,Healthcare Representative,3,6811,2112,2,17,1,10,8,7,No
26,775,29,1,45,Sales Executive,3,4306,4267,5,12,1,8,0,0,No
35,195,1,1,80,Sales Executive,3,4859,6698,1,16,4,5,5,3,No
34,258,21,4,74,Sales Executive,4,5337,19921,1,12,4,10,10,7,No
26,471,24,3,66,Laboratory Technician,4,2340,23213,1,18,2,1,1,0,Yes
37,799,1,2,59,Manufacturing Director,4,7491,23848,4,17,4,12,6,2,No
46,1034,18,1,86,Healthcare Representative,3,10527,8984,5,11,4,28,2,2,No
41,1276,2,2,91,Manager,1,16595,5626,7,16,2,22,18,8,No
37,142,9,1,69,Sales Executive,2,8834,24666,1,13,4,9,9,7,No
52,956,6,4,78,Research Scientist,1,5577,22087,3,12,2,18,10,9,No
32,1474,11,4,60,Sales Executive,3,4707,23914,8,12,4,6,4,2,Yes
24,535,24,4,38,Sales Representative,4,2400,5530,0,13,3,3,2,1,No
38,1495,10,3,76,Healthcare Representative,3,9824,22174,3,19,3,18,1,0,No
37,446,1,2,65,Manufacturing Director,2,6447,15701,6,12,2,8,6,3,No
49,1245,18,4,58,Research Director,3,19502,2125,1,17,3,31,31,9,No
24,691,23,2,89,Research Scientist,4,2725,21630,1,11,2,6,6,4,No
26,703,28,1,66,Sales Executive,2,6272,7428,1,20,4,6,5,4,No
24,823,17,4,94,Laboratory Technician,2,2127,9100,1,21,4,1,1,0,No
50,1246,3,1,99,Manager,2,18200,7999,1,11,3,32,32,7,No
25,622,13,2,40,Sales Representative,3,2096,26376,1,11,3,7,7,6,No
24,1287,7,1,55,Laboratory Technician,3,2886,14168,1,16,4,6,6,2,Yes
30,448,12,2,74,Sales Representative,1,2033,14470,1,18,3,1,1,0,Yes
34,254,1,2,83,Research Scientist,4,3622,22794,1,13,4,6,6,3,No
31,1365,13,2,46,Sales Executive,1,4233,11512,2,17,3,9,3,2,Yes
35,538,25,1,54,Laboratory Technician,4,3681,14004,4,14,4,9,3,2,No
31,525,6,1,66,Sales Executive,4,5460,6219,4,22,4,13,7,7,No
27,798,6,1,66,Research Scientist,3,2187,5013,0,12,3,6,5,3,No
37,558,2,4,75,Sales Executive,3,9602,3010,4,11,3,17,3,0,No
20,959,1,4,83,Research Scientist,2,2836,11757,1,13,4,1,1,0,No
42,622,2,3,81,Healthcare Representative,4,4089,5718,1,13,2,10,10,2,No
43,782,6,2,50,Research Director,4,16627,2671,4,14,3,21,1,0,No
38,362,1,3,43,Research Scientist,1,2619,14561,3,17,4,8,0,0,No
43,1001,9,4,72,Laboratory Technician,3,5679,19627,3,13,2,10,8,7,No
48,1236,1,4,40,Manager,1,15402,17997,7,11,1,21,3,2,No
44,1112,1,1,50,Human Resources,3,5985,26894,4,11,2,10,2,2,No
34,204,14,3,31,Sales Representative,3,2579,2912,1,18,4,8,8,6,No
27,1420,2,3,85,Sales Representative,1,3041,16346,0,11,2,5,4,2,Yes
21,1343,22,3,49,Sales Representative,3,3447,24444,1,11,3,3,3,2,No
44,1315,3,4,35,Manager,4,19513,9358,4,12,1,26,2,1,No
22,604,6,1,69,Research Scientist,3,2773,12145,0,20,4,3,2,2,No
33,1216,8,3,39,Sales Executive,3,7104,20431,0,12,4,6,5,2,No
32,646,9,1,92,Research Scientist,4,6322,18089,1,12,4,6,6,5,No
30,160,3,3,71,Research Scientist,3,2083,22653,1,20,3,1,1,0,No
53,238,1,4,34,Sales Executive,1,8381,7507,7,20,4,18,14,10,No
34,1397,1,2,42,Research Scientist,4,2691,7660,1,12,4,10,10,8,No
45,306,26,1,100,Sales Executive,1,4286,5630,2,14,4,5,1,0,Yes
26,991,6,3,71,Laboratory Technician,4,2659,17759,1,13,3,3,3,2,No
37,482,3,3,36,Manufacturing Director,3,9434,9606,1,15,3,10,10,8,No
29,1176,3,2,62,Sales Executive,3,5561,3487,1,14,1,6,6,2,No
35,1017,6,2,82,Research Scientist,4,6646,19368,1,13,2,17,17,8,No
33,1296,6,3,30,Healthcare Representative,4,7725,5335,3,23,3,15,13,7,No
54,397,19,3,88,Human Resources,2,10725,6729,2,15,3,16,9,1,No
36,913,9,2,48,Manufacturing Director,2,8847,13934,2,11,3,13,3,2,No
27,1115,3,1,54,Research Scientist,4,2045,15174,0,13,4,5,4,1,No
20,1362,10,4,32,Research Scientist,3,1009,26999,1,11,4,1,1,1,Yes
33,1076,3,1,70,Research Scientist,1,3348,3164,1,11,1,10,10,7,Yes
35,727,3,3,41,Laboratory Technician,3,1281,16900,1,18,3,1,1,0,No
23,885,4,1,58,Research Scientist,1,2819,8544,2,16,1,5,3,2,No
25,810,8,4,57,Sales Executive,2,4851,15678,0,22,3,4,3,2,No
38,243,7,4,46,Sales Executive,4,4028,7791,0,20,1,8,7,5,No
29,806,1,2,76,Research Scientist,4,2720,18959,1,18,4,10,10,8,No
48,817,2,2,56,Sales Executive,2,8120,18597,3,12,4,12,2,2,No
27,1410,3,4,71,Sales Executive,4,4647,16673,1,20,2,6,6,4,No
37,1225,10,4,80,Research Scientist,4,4680,15232,3,17,1,4,1,0,No
50,1207,28,4,74,Laboratory Technician,3,3221,3297,1,11,3,20,20,8,No
34,1442,9,4,46,Healthcare Representative,2,8621,17654,1,14,2,9,8,7,No
24,693,3,1,65,Sales Executive,3,4577,24785,9,14,1,4,2,0,Yes
39,408,2,4,80,Healthcare Representative,3,4553,20978,1,11,1,20,20,10,No
32,929,10,4,55,Sales Executive,4,5396,21703,1,12,4,10,10,8,No
50,562,8,2,50,Sales Executive,3,6796,23452,3,14,1,18,4,3,Yes
38,827,1,2,33,Healthcare Representative,4,7625,19383,0,13,3,10,9,8,No
27,608,1,3,68,Manufacturing Director,1,7412,6009,1,11,4,9,9,7,No
32,1018,3,3,39,Research Director,4,11159,19373,3,15,4,10,7,7,No
47,703,14,4,42,Sales Executive,1,4960,11825,2,12,4,20,7,7,No
40,580,5,4,48,Sales Executive,1,10475,23772,5,21,3,20,18,12,No
53,970,7,3,59,Research Director,3,14814,13514,3,19,3,32,5,3,No
41,427,10,2,73,Manager,4,19141,8861,3,15,2,23,21,6,No
60,1179,16,1,84,Sales Executive,1,5405,11924,8,14,4,10,2,2,No
27,294,10,4,32,Manufacturing Director,1,8793,4809,1,21,3,9,9,7,No
41,314,1,4,59,Manager,3,19189,19562,1,12,2,22,22,10,No
50,316,8,4,54,Sales Representative,2,3875,9983,7,15,4,4,2,2,No
28,654,1,1,67,Research Scientist,2,2216,3872,7,13,4,10,7,7,Yes
36,427,8,1,63,Research Director,1,11713,20335,9,14,1,10,8,5,No
38,168,1,3,81,Manufacturing Director,3,7861,15397,4,14,4,10,1,0,No
44,381,24,1,49,Laboratory Technician,3,3708,2104,2,14,3,9,5,4,No
47,217,3,4,49,Sales Executive,3,13770,10225,9,12,4,28,22,13,No
30,501,27,3,99,Sales Executive,4,5304,25275,7,23,4,10,8,7,No
29,1396,10,3,99,Sales Representative,3,2642,2755,1,11,3,1,1,0,No
42,933,19,3,57,Research Scientist,3,2759,20366,6,12,4,7,2,2,Yes
43,775,15,4,47,Sales Executive,4,6804,23683,3,18,3,7,2,2,No
34,970,8,2,96,Healthcare Representative,3,6142,7360,3,11,4,10,5,3,No
23,650,9,2,37,Laboratory Technician,1,2500,4344,1,14,4,5,4,2,No
39,141,3,3,44,Human Resources,2,6389,18767,9,15,3,12,8,6,No
56,832,9,3,81,Healthcare Representative,4,11103,20420,7,11,3,30,10,1,No
40,804,2,4,86,Research Scientist,4,2342,22929,0,20,4,5,4,3,No
27,975,7,4,55,Healthcare Representative,1,6811,23398,8,19,1,9,7,7,No
29,1090,10,4,83,Sales Representative,2,2297,17967,1,14,4,2,2,2,No
53,346,6,4,86,Laboratory Technician,4,2450,10919,2,17,4,19,2,2,No
35,1225,2,4,61,Healthcare Representative,1,5093,4761,2,11,1,16,1,0,No
32,430,24,1,80,Laboratory Technician,4,5309,21146,1,15,4,10,10,7,No
38,268,2,4,92,Research Scientist,3,3057,20471,6,13,2,6,1,1,No
34,167,8,2,32,Manufacturing Director,1,5121,4187,3,14,3,7,0,0,No
52,621,3,3,31,Manager,1,16856,10084,1,11,1,34,34,16,No
33,527,1,4,63,Research Scientist,4,2686,5207,1,13,3,10,10,8,Yes
25,883,26,3,32,Sales Executive,4,6180,22807,1,23,2,6,6,4,No
45,954,2,2,46,Sales Representative,3,6632,12388,0,13,1,9,8,1,No
23,310,10,1,79,Research Scientist,3,3505,19630,1,18,4,2,2,2,No
47,719,27,2,77,Sales Executive,3,6397,10339,4,12,4,8,5,3,Yes
34,304,2,4,60,Sales Executive,4,6274,18686,1,22,3,6,6,4,No
55,725,2,4,78,Manager,1,19859,21199,5,13,4,24,5,4,Yes
36,1434,8,1,76,Sales Executive,1,7587,14229,1,15,2,10,10,9,No
52,715,19,4,41,Research Scientist,4,4258,26589,0,18,1,5,4,2,No
26,575,1,1,71,Laboratory Technician,4,4364,5288,3,14,1,5,2,0,No
29,657,27,2,66,Healthcare Representative,3,4335,25549,4,12,1,11,8,1,No
26,1146,8,4,38,Sales Executive,1,5326,3064,6,17,3,6,4,2,Yes
34,182,1,2,72,Research Scientist,4,3280,13551,2,16,3,10,4,3,No
54,376,19,4,95,Manufacturing Director,1,5485,22670,9,11,2,9,5,4,No
27,829,8,3,84,Sales Executive,4,4342,24008,0,19,2,5,4,1,No
37,571,10,4,82,Research Scientist,1,2782,19905,0,13,2,6,5,3,No
38,240,2,1,75,Manufacturing Director,1,5980,26085,6,12,4,17,15,12,No
34,121,2,3,86,Research Scientist,1,4381,7530,1,11,3,6,6,3,No
35,384,8,1,72,Sales Representative,4,2572,20317,1,16,2,3,3,2,No
30,921,1,4,38,Laboratory Technician,3,3833,24375,3,21,3,7,2,2,No
40,791,2,3,38,Healthcare Representative,2,4244,9931,1,24,4,8,8,7,No
34,1111,8,3,93,Sales Executive,1,6500,13305,5,17,2,6,3,2,No
42,570,8,2,66,Manager,4,18430,16225,1,13,2,24,24,9,No
23,1243,6,3,63,Laboratory Technician,1,1601,3445,1,21,3,1,0,0,Yes
24,1092,9,3,60,Laboratory Technician,2,2694,26551,1,11,3,1,1,0,No
52,1325,11,4,82,Laboratory Technician,3,3149,21821,8,20,2,9,5,4,No
50,691,2,3,64,Research Director,3,17639,6881,5,16,4,30,4,3,No
29,805,1,2,36,Laboratory Technician,1,2319,6689,1,11,4,1,1,0,Yes
33,213,7,3,49,Research Director,3,11691,25995,0,11,4,14,13,7,No
33,118,16,1,69,Sales Executive,1,5324,26507,5,15,3,6,3,2,Yes
47,202,2,3,33,Manager,4,16752,12982,1,11,3,26,26,0,No
36,676,1,3,35,Manufacturing Director,2,5228,23361,0,15,1,10,9,5,No
29,1252,23,3,81,Research Scientist,3,2700,23779,1,24,3,10,10,7,No
58,286,2,4,31,Research Director,2,19246,25761,7,12,4,40,31,8,Yes
35,1258,1,4,40,Research Scientist,3,2506,13301,3,13,3,7,2,2,No
42,932,1,4,43,Manufacturing Director,4,6062,4051,9,13,4,8,4,2,No
28,890,2,3,46,Research Scientist,3,4382,16374,6,17,4,5,2,1,Yes
36,1041,13,3,36,Human Resources,2,2143,25527,4,13,2,8,5,4,No
32,859,4,3,98,Manufacturing Director,3,6162,19124,1,12,3,14,14,8,No
40,720,16,1,51,Laboratory Technician,3,5094,11983,6,14,4,10,1,0,No
30,946,2,3,52,Manufacturing Director,4,6877,20234,5,24,2,12,0,0,No
45,252,2,2,95,Research Scientist,3,2274,6153,1,14,4,1,1,0,No
42,933,29,2,98,Manufacturing Director,2,4434,11806,1,13,4,10,9,8,No
38,471,12,1,45,Healthcare Representative,1,6288,4284,2,15,3,13,4,2,No
34,702,16,3,100,Research Scientist,4,2553,8306,1,16,3,6,5,3,No
49,1184,11,3,43,Sales Executive,4,7654,5860,1,18,1,9,9,7,Yes
55,436,2,3,37,Sales Executive,4,5160,21519,4,16,3,12,9,3,Yes
43,589,14,2,94,Research Director,1,17159,5200,6,24,3,22,4,0,No
27,269,5,3,42,Research Director,4,12808,8842,1,16,2,9,9,8,No
35,950,7,3,59,Manufacturing Director,3,10221,18869,3,21,2,17,8,6,No
28,760,2,2,81,Sales Executive,2,4779,3698,1,20,1,8,8,5,No
34,829,3,3,88,Human Resources,4,3737,2243,0,19,3,4,3,2,No
26,887,5,3,88,Research Scientist,3,2366,20898,1,14,1,8,8,7,Yes
27,443,3,4,50,Research Scientist,4,1706,16571,1,11,3,0,0,0,No
51,1318,26,1,66,Manager,3,16307,5594,2,14,3,29,20,17,No
44,625,4,4,50,Healthcare Representative,2,5933,5197,9,12,4,10,5,3,No
25,180,2,1,65,Research Scientist,1,3424,21632,7,13,3,6,4,1,No
33,586,1,1,48,Sales Executive,1,4037,21816,1,22,1,9,9,8,No
35,1343,27,3,53,Research Scientist,1,2559,17852,1,11,4,6,6,1,No
36,928,1,2,56,Sales Executive,4,6201,2823,1,14,4,18,18,11,No
32,117,13,2,73,Sales Executive,4,4403,9250,2,11,3,8,5,3,No
30,1012,5,2,75,Research Scientist,4,3761,2373,9,12,2,10,5,3,No
53,661,7,1,78,Sales Executive,4,10934,20715,7,18,4,35,5,4,No
45,930,9,4,74,Sales Executive,1,10761,19239,4,12,3,18,5,2,No
32,638,8,3,91,Research Scientist,3,5175,22162,5,12,3,9,5,3,No
52,890,25,3,81,Manufacturing Director,4,13826,19028,3,22,3,31,9,0,No
37,342,16,4,66,Sales Executive,3,6334,24558,4,19,4,9,1,0,No
28,1169,8,2,63,Human Resources,4,4936,23965,1,13,4,6,5,4,No
22,1230,1,4,33,Manufacturing Director,4,4775,19146,6,22,1,4,2,2,No
44,986,8,1,62,Laboratory Technician,4,2818,5044,2,24,3,10,3,2,No
42,1271,2,2,35,Research Scientist,4,2515,9068,5,14,4,8,2,2,No
36,1278,8,1,77,Human Resources,1,2342,8635,0,21,3,6,5,3,No
25,141,3,3,98,Sales Executive,1,4194,14363,1,18,4,5,5,3,No
35,607,9,4,66,Manufacturing Director,3,10685,23457,1,20,2,17,17,15,No
35,130,25,4,96,Research Scientist,2,2022,16612,1,19,1,10,10,8,Yes
32,300,1,4,61,Laboratory Technician,4,2314,9148,0,12,2,4,3,2,No
25,583,4,3,87,Sales Executive,1,4256,18154,1,12,1,5,5,3,No
49,1418,1,3,36,Research Scientist,1,3580,10554,2,16,2,7,4,2,No
24,1269,4,1,46,Laboratory Technician,4,3162,10778,0,17,4,6,5,4,No
32,379,5,2,48,Sales Executive,2,6524,8891,1,14,4,10,10,3,No
38,395,9,2,98,Sales Representative,2,2899,12102,0,19,4,3,2,2,No
42,1265,3,3,95,Laboratory Technician,4,5231,23726,2,13,2,17,5,3,No
31,1222,11,4,48,Research Scientist,4,2356,14871,3,19,2,8,6,2,No
29,341,1,2,48,Sales Representative,3,2800,23522,6,19,3,5,3,2,Yes
53,868,8,1,73,Sales Executive,4,11836,22789,5,14,3,28,2,2,No
35,672,25,4,78,Manufacturing Director,2,10903,9129,3,16,1,16,13,8,No
37,1231,21,3,54,Sales Representative,4,2973,21222,5,15,2,10,5,0,No
53,102,23,4,72,Research Director,4,14275,20206,6,18,3,33,12,8,No
43,422,1,4,33,Healthcare Representative,4,5562,21782,4,13,2,12,5,2,No
47,249,2,3,35,Sales Executive,4,4537,17783,0,22,1,8,7,7,No
37,1252,19,1,32,Sales Executive,2,7642,4814,1,13,4,10,10,9,No
50,881,2,1,98,Manager,1,17924,4544,1,11,4,31,31,7,No
39,1383,2,4,42,Human Resources,4,5204,7790,8,11,3,13,5,4,No
33,1075,3,4,57,Human Resources,2,2277,22650,3,11,3,7,4,3,No
32,374,25,1,87,Laboratory Technician,4,2795,18016,1,24,3,1,1,1,Yes
29,1086,7,1,62,Laboratory Technician,4,2532,6054,6,14,3,8,4,3,No
44,661,9,2,61,Research Scientist,1,2559,7508,1,13,4,8,8,1,No
28,821,5,1,98,Sales Executive,4,4908,24252,1,14,2,4,4,2,No
58,781,2,4,57,Laboratory Technician,4,2380,13384,9,14,4,3,1,0,Yes
43,177,8,1,55,Manufacturing Director,2,4765,23814,4,21,3,4,1,0,No
20,500,2,3,49,Sales Representative,3,2044,22052,1,13,4,2,2,2,Yes
21,1427,18,4,65,Research Scientist,4,2693,8870,1,19,1,1,1,0,Yes
36,1425,14,3,68,Healthcare Representative,4,6586,4821,0,17,1,17,16,11,No
47,1454,2,4,65,Sales Representative,4,3294,13137,1,18,1,3,3,2,No
22,617,3,2,34,Manufacturing Director,3,4171,10022,0,19,1,4,3,2,Yes
41,1085,2,2,57,Laboratory Technician,4,2778,17725,4,13,3,10,7,0,Yes
28,995,9,3,77,Research Scientist,3,2377,9834,5,18,2,6,2,2,No
39,1122,6,4,70,Laboratory Technician,1,2404,4303,7,21,4,8,2,2,Yes
27,618,4,2,76,Research Scientist,3,2318,17808,1,19,3,1,1,0,No
34,546,10,2,83,Laboratory Technician,2,2008,6896,1,14,2,1,1,0,No
42,462,14,3,68,Sales Executive,3,6244,7824,7,17,1,10,5,3,No
33,1198,1,3,100,Research Scientist,1,2799,3339,3,11,2,6,3,2,No
58,1272,5,3,37,Healthcare Representative,2,10552,9255,2,13,4,24,6,4,No
31,154,7,2,41,Sales Representative,3,2329,11737,3,15,2,13,7,2,No
35,1137,21,4,51,Healthcare Representative,4,4014,19170,1,25,4,10,10,7,No
49,527,8,1,51,Laboratory Technician,2,7403,22477,4,11,3,29,26,7,No
48,1469,20,4,51,Research Scientist,3,2259,5543,4,17,1,13,0,0,No
31,1188,20,4,45,Sales Executive,3,6932,24406,1,13,4,9,9,0,No
36,188,7,2,65,Research Scientist,4,4678,23293,2,18,3,8,6,1,No
38,1333,1,4,80,Research Director,1,13582,16292,1,13,2,15,15,11,No
32,1184,1,3,70,Laboratory Technician,2,2332,3974,6,20,3,5,3,2,No
25,867,19,3,36,Sales Representative,2,2413,18798,1,18,3,1,1,0,Yes
40,658,10,1,67,Sales Executive,2,9705,20652,2,12,2,11,1,0,No
26,1283,1,3,52,Sales Executive,1,4294,11148,1,12,2,7,7,7,No
41,263,6,4,59,Laboratory Technician,1,4721,3119,2,13,3,20,18,17,No
36,938,2,3,79,Laboratory Technician,3,2519,12287,4,21,3,16,11,9,No
